year,round,quota,college_name,college_state,course,category,gender,pwd_flag,domicile_state,seat_type,opening_rank,closing_rank,opening_score,closing_score,source_file
2024,1,AIQ,Coimbatore Medical College,TN,MBBS,ST,ANY,0,,AIQ,36208,44950,,,curated_v1
2024,2,AIQ,Coimbatore Medical College,TN,MBBS,UR,ANY,0,,AIQ,4642,6630,,,curated_v1
2024,2,AIQ,Coimbatore Medical College,TN,MBBS,EWS,ANY,0,,AIQ,4592,7425,,,curated_v1
2024,2,AIQ,Coimbatore Medical College,TN,MBBS,OBC,ANY,0,,AIQ,7280,9613,,,curated_v1
2024,2,AIQ,Coimbatore Medical College,TN,MBBS,SC,ANY,0,,AIQ,17080,27846,,,curated_v1
2024,2,AIQ,Coimbatore Medical College,TN,MBBS,ST,ANY,0,,AIQ,33802,53041,,,curated_v1
2021,1,STATE,Coimbatore Medical College,TN,MBBS,UR,ANY,0,TN,SQ,11311,14298,,,curated_v1
2021,1,STATE,Coimbatore Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,12035,16014,,,curated_v1
2021,1,STATE,Coimbatore Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,16537,20732,,,curated_v1
2021,1,STATE,Coimbatore Medical College,TN,MBBS,SC,ANY,0,TN,SQ,39420,60053,,,curated_v1
2021,1,STATE,Coimbatore Medical College,TN,MBBS,ST,ANY,0,TN,SQ,83575,114386,,,curated_v1
2021,2,STATE,Coimbatore Medical College,TN,MBBS,UR,ANY,0,TN,SQ,12023,16872,,,curated_v1
2021,2,STATE,Coimbatore Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,13429,18896,,,curated_v1
2021,2,STATE,Coimbatore Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,19939,24464,,,curated_v1
2021,2,STATE,Coimbatore Medical College,TN,MBBS,SC,ANY,0,TN,SQ,60056,70862,,,curated_v1
2021,2,STATE,Coimbatore Medical College,TN,MBBS,ST,ANY,0,TN,SQ,91290,134976,,,curated_v1
2022,1,STATE,Coimbatore Medical College,TN,MBBS,UR,ANY,0,TN,SQ,10305,13645,,,curated_v1
2022,1,STATE,Coimbatore Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,11499,15283,,,curated_v1
2022,1,STATE,Coimbatore Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,15532,19786,,,curated_v1
2022,1,STATE,Coimbatore Medical College,TN,MBBS,SC,ANY,0,TN,SQ,47963,57311,,,curated_v1
2022,1,STATE,Coimbatore Medical College,TN,MBBS,ST,ANY,0,TN,SQ,71169,109165,,,curated_v1
2022,2,STATE,Coimbatore Medical College,TN,MBBS,UR,ANY,0,TN,SQ,10510,16101,,,curated_v1
2022,2,STATE,Coimbatore Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,13797,18034,,,curated_v1
2022,2,STATE,Coimbatore Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,14924,23347,,,curated_v1
2022,2,STATE,Coimbatore Medical College,TN,MBBS,SC,ANY,0,TN,SQ,43514,67627,,,curated_v1
2022,2,STATE,Coimbatore Medical College,TN,MBBS,ST,ANY,0,TN,SQ,79706,128815,,,curated_v1
2023,1,STATE,Coimbatore Medical College,TN,MBBS,UR,ANY,0,TN,SQ,9240,15384,,,curated_v1
2023,1,STATE,Coimbatore Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,12278,17230,,,curated_v1
2023,1,STATE,Coimbatore Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,16695,22307,,,curated_v1
2023,1,STATE,Coimbatore Medical College,TN,MBBS,SC,ANY,0,TN,SQ,43473,64615,,,curated_v1
2023,1,STATE,Coimbatore Medical College,TN,MBBS,ST,ANY,0,TN,SQ,80968,123077,,,curated_v1
2023,2,STATE,Coimbatore Medical College,TN,MBBS,UR,ANY,0,TN,SQ,14100,18153,,,curated_v1
2023,2,STATE,Coimbatore Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,15772,20332,,,curated_v1
2023,2,STATE,Coimbatore Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,18781,26323,,,curated_v1
2023,2,STATE,Coimbatore Medical College,TN,MBBS,SC,ANY,0,TN,SQ,58850,76246,,,curated_v1
2023,2,STATE,Coimbatore Medical College,TN,MBBS,ST,ANY,0,TN,SQ,120683,145231,,,curated_v1
2024,1,STATE,Coimbatore Medical College,TN,MBBS,UR,ANY,0,TN,SQ,10502,13178,,,curated_v1
2024,1,STATE,Coimbatore Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,11161,14759,,,curated_v1
2024,1,STATE,Coimbatore Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,14623,19108,,,curated_v1
2024,1,STATE,Coimbatore Medical College,TN,MBBS,SC,ANY,0,TN,SQ,46128,55349,,,curated_v1
2024,1,STATE,Coimbatore Medical College,TN,MBBS,ST,ANY,0,TN,SQ,74461,105427,,,curated_v1
2024,2,STATE,Coimbatore Medical College,TN,MBBS,UR,ANY,0,TN,SQ,11446,15550,,,curated_v1
2024,2,STATE,Coimbatore Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,13269,17416,,,curated_v1
2024,2,STATE,Coimbatore Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,18649,22548,,,curated_v1
2024,2,STATE,Coimbatore Medical College,TN,MBBS,SC,ANY,0,TN,SQ,52684,65312,,,curated_v1
2024,2,STATE,Coimbatore Medical College,TN,MBBS,ST,ANY,0,TN,SQ,76863,124405,,,curated_v1
2021,1,AIQ,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,,AIQ,5426,8073,,,curated_v1
2021,1,AIQ,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,,AIQ,5706,9042,,,curated_v1
2021,1,AIQ,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,,AIQ,9039,11707,,,curated_v1
2021,1,AIQ,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,,AIQ,26277,33910,,,curated_v1
2021,1,AIQ,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,,AIQ,53975,64590,,,curated_v1
2021,2,AIQ,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,,AIQ,6908,9527,,,curated_v1
2021,2,AIQ,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,,AIQ,7719,10670,,,curated_v1
2021,2,AIQ,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,,AIQ,8566,13814,,,curated_v1
2021,2,AIQ,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,,AIQ,24407,40014,,,curated_v1
2021,2,AIQ,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,,AIQ,53962,76217,,,curated_v1
2022,1,AIQ,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,,AIQ,5642,8290,,,curated_v1
2022,1,AIQ,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,,AIQ,6152,9285,,,curated_v1
2022,1,AIQ,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,,AIQ,7487,12021,,,curated_v1
2022,1,AIQ,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,,AIQ,29265,34820,,,curated_v1
2022,1,AIQ,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,,AIQ,53656,66325,,,curated_v1
2022,2,AIQ,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,,AIQ,7275,9782,,,curated_v1
2022,2,AIQ,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,,AIQ,9177,10956,,,curated_v1
2022,2,AIQ,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,,AIQ,12055,14185,,,curated_v1
2022,2,AIQ,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,,AIQ,31558,41088,,,curated_v1
2022,2,AIQ,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,,AIQ,52230,78263,,,curated_v1
2023,1,AIQ,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,,AIQ,5469,8965,,,curated_v1
2023,1,AIQ,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,,AIQ,7923,10041,,,curated_v1
2023,1,AIQ,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,,AIQ,9329,13000,,,curated_v1
2023,1,AIQ,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,,AIQ,28726,37656,,,curated_v1
2023,1,AIQ,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,,AIQ,59462,71727,,,curated_v1
2023,2,AIQ,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,,AIQ,6827,10579,,,curated_v1
2023,2,AIQ,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,,AIQ,8843,11849,,,curated_v1
2023,2,AIQ,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,,AIQ,11638,15340,,,curated_v1
2023,2,AIQ,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,,AIQ,32123,44435,,,curated_v1
2023,2,AIQ,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,,AIQ,52713,84638,,,curated_v1
2024,1,AIQ,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,,AIQ,5969,8690,,,curated_v1
2024,1,AIQ,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,,AIQ,6650,9733,,,curated_v1
2024,1,AIQ,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,,AIQ,9671,12601,,,curated_v1
2024,1,AIQ,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,,AIQ,29727,36501,,,curated_v1
2024,1,AIQ,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,,AIQ,47448,69527,,,curated_v1
2024,2,AIQ,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,,AIQ,7931,10255,,,curated_v1
2024,2,AIQ,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,,AIQ,7718,11485,,,curated_v1
2024,2,AIQ,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,,AIQ,12435,14870,,,curated_v1
2024,2,AIQ,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,,AIQ,34603,43072,,,curated_v1
2024,2,AIQ,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,,AIQ,60507,82041,,,curated_v1
2021,1,STATE,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,TN,SQ,13344,19035,,,curated_v1
2021,1,STATE,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,15534,21319,,,curated_v1
2021,1,STATE,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,23378,27601,,,curated_v1
2021,1,STATE,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,TN,SQ,61114,79949,,,curated_v1
2021,1,STATE,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,TN,SQ,112027,152284,,,curated_v1
2021,2,STATE,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,TN,SQ,15797,22461,,,curated_v1
2021,2,STATE,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,16273,25157,,,curated_v1
2021,2,STATE,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,22487,32569,,,curated_v1
2021,2,STATE,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,TN,SQ,74443,94339,,,curated_v1
2021,2,STATE,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,TN,SQ,135912,179695,,,curated_v1
2022,1,STATE,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,TN,SQ,14658,18555,,,curated_v1
2022,1,STATE,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,13526,20782,,,curated_v1
2022,1,STATE,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,19837,26905,,,curated_v1
2022,1,STATE,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,TN,SQ,64833,77933,,,curated_v1
2022,1,STATE,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,TN,SQ,105326,148445,,,curated_v1
2022,2,STATE,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,TN,SQ,16959,21895,,,curated_v1
2022,2,STATE,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,15458,24523,,,curated_v1
2022,2,STATE,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,26772,31748,,,curated_v1
2022,2,STATE,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,TN,SQ,69174,91961,,,curated_v1
2022,2,STATE,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,TN,SQ,115578,175165,,,curated_v1
2023,1,STATE,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,TN,SQ,11886,18585,,,curated_v1
2023,1,STATE,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,15355,20815,,,curated_v1
2023,1,STATE,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,19890,26949,,,curated_v1
2023,1,STATE,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,TN,SQ,48654,78059,,,curated_v1
2023,1,STATE,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,TN,SQ,126093,148684,,,curated_v1
2023,2,STATE,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,TN,SQ,18163,21931,,,curated_v1
2023,2,STATE,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,17570,24562,,,curated_v1
2023,2,STATE,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,20013,31799,,,curated_v1
2023,2,STATE,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,TN,SQ,74428,92110,,,curated_v1
2023,2,STATE,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,TN,SQ,127128,175448,,,curated_v1
2024,1,STATE,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,TN,SQ,16204,20798,,,curated_v1
2024,1,STATE,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,16939,23293,,,curated_v1
2024,1,STATE,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,20155,30157,,,curated_v1
2024,1,STATE,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,TN,SQ,70639,87351,,,curated_v1
2024,1,STATE,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,TN,SQ,140604,166384,,,curated_v1
2024,2,STATE,Tirunelveli Medical College,TN,MBBS,UR,ANY,0,TN,SQ,16219,24541,,,curated_v1
2024,2,STATE,Tirunelveli Medical College,TN,MBBS,EWS,ANY,0,TN,SQ,20279,27486,,,curated_v1
2024,2,STATE,Tirunelveli Medical College,TN,MBBS,OBC,ANY,0,TN,SQ,24763,35585,,,curated_v1
2024,2,STATE,Tirunelveli Medical College,TN,MBBS,SC,ANY,0,TN,SQ,85600,103075,,,curated_v1
2024,2,STATE,Tirunelveli Medical College,TN,MBBS,ST,ANY,0,TN,SQ,142745,196333,,,curated_v1
2021,1,AIQ,Bangalore Medical College,KA,MBBS,UR,ANY,0,,AIQ,1289,1833,,,curated_v1
2021,1,AIQ,Bangalore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,1711,2053,,,curated_v1
2021,1,AIQ,Bangalore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,1931,2657,,,curated_v1
2021,1,AIQ,Bangalore Medical College,KA,MBBS,SC,ANY,0,,AIQ,6197,7698,,,curated_v1
2021,1,AIQ,Bangalore Medical College,KA,MBBS,ST,ANY,0,,AIQ,9835,14664,,,curated_v1
2021,2,AIQ,Bangalore Medical College,KA,MBBS,UR,ANY,0,,AIQ,1459,2163,,,curated_v1
2021,2,AIQ,Bangalore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,1808,2422,,,curated_v1
2021,2,AIQ,Bangalore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,2664,3136,,,curated_v1
2021,2,AIQ,Bangalore Medical College,KA,MBBS,SC,ANY,0,,AIQ,6562,9084,,,curated_v1
2021,2,AIQ,Bangalore Medical College,KA,MBBS,ST,ANY,0,,AIQ,11025,17304,,,curated_v1
2022,1,AIQ,Bangalore Medical College,KA,MBBS,UR,ANY,0,,AIQ,1342,1828,,,curated_v1
2022,1,AIQ,Bangalore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,1404,2047,,,curated_v1
2022,1,AIQ,Bangalore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,1956,2651,,,curated_v1
2022,1,AIQ,Bangalore Medical College,KA,MBBS,SC,ANY,0,,AIQ,5650,7679,,,curated_v1
2022,1,AIQ,Bangalore Medical College,KA,MBBS,ST,ANY,0,,AIQ,10441,14627,,,curated_v1
2022,2,AIQ,Bangalore Medical College,KA,MBBS,UR,ANY,0,,AIQ,1467,2157,,,curated_v1
2022,2,AIQ,Bangalore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,1563,2416,,,curated_v1
2022,2,AIQ,Bangalore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,2422,3128,,,curated_v1
2022,2,AIQ,Bangalore Medical College,KA,MBBS,SC,ANY,0,,AIQ,6731,9061,,,curated_v1
2022,2,AIQ,Bangalore Medical College,KA,MBBS,ST,ANY,0,,AIQ,11363,17260,,,curated_v1
2023,1,AIQ,Bangalore Medical College,KA,MBBS,UR,ANY,0,,AIQ,1308,1648,,,curated_v1
2023,1,AIQ,Bangalore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,1127,1846,,,curated_v1
2023,1,AIQ,Bangalore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,1878,2390,,,curated_v1
2023,1,AIQ,Bangalore Medical College,KA,MBBS,SC,ANY,0,,AIQ,5374,6923,,,curated_v1
2023,1,AIQ,Bangalore Medical College,KA,MBBS,ST,ANY,0,,AIQ,10588,13188,,,curated_v1
2023,2,AIQ,Bangalore Medical College,KA,MBBS,UR,ANY,0,,AIQ,1354,1945,,,curated_v1
2023,2,AIQ,Bangalore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,1668,2178,,,curated_v1
2023,2,AIQ,Bangalore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,2270,2820,,,curated_v1
2023,2,AIQ,Bangalore Medical College,KA,MBBS,SC,ANY,0,,AIQ,6905,8170,,,curated_v1
2023,2,AIQ,Bangalore Medical College,KA,MBBS,ST,ANY,0,,AIQ,11264,15562,,,curated_v1
2024,1,AIQ,Bangalore Medical College,KA,MBBS,UR,ANY,0,,AIQ,1099,1805,,,curated_v1
2024,1,AIQ,Bangalore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,1467,2022,,,curated_v1
2024,1,AIQ,Bangalore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,1957,2618,,,curated_v1
2024,1,AIQ,Bangalore Medical College,KA,MBBS,SC,ANY,0,,AIQ,6199,7584,,,curated_v1
2024,1,AIQ,Bangalore Medical College,KA,MBBS,ST,ANY,0,,AIQ,11823,14445,,,curated_v1
2024,2,AIQ,Bangalore Medical College,KA,MBBS,UR,ANY,0,,AIQ,1512,2130,,,curated_v1
2024,2,AIQ,Bangalore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,1745,2386,,,curated_v1
2024,2,AIQ,Bangalore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,2206,3089,,,curated_v1
2024,2,AIQ,Bangalore Medical College,KA,MBBS,SC,ANY,0,,AIQ,6985,8949,,,curated_v1
2024,2,AIQ,Bangalore Medical College,KA,MBBS,ST,ANY,0,,AIQ,11974,17046,,,curated_v1
2021,1,STATE,Bangalore Medical College,KA,MBBS,UR,ANY,0,KA,SQ,4831,7057,,,curated_v1
2021,1,STATE,Bangalore Medical College,KA,MBBS,EWS,ANY,0,KA,SQ,6111,7904,,,curated_v1
2021,1,STATE,Bangalore Medical College,KA,MBBS,OBC,ANY,0,KA,SQ,7802,10233,,,curated_v1
2021,1,STATE,Bangalore Medical College,KA,MBBS,SC,ANY,0,KA,SQ,24096,29641,,,curated_v1
2021,1,STATE,Bangalore Medical College,KA,MBBS,ST,ANY,0,KA,SQ,45905,56459,,,curated_v1
2021,2,STATE,Bangalore Medical College,KA,MBBS,UR,ANY,0,KA,SQ,6785,8327,,,curated_v1
2021,2,STATE,Bangalore Medical College,KA,MBBS,EWS,ANY,0,KA,SQ,6482,9327,,,curated_v1
2021,2,STATE,Bangalore Medical College,KA,MBBS,OBC,ANY,0,KA,SQ,8200,12075,,,curated_v1
2021,2,STATE,Bangalore Medical College,KA,MBBS,SC,ANY,0,KA,SQ,27270,34976,,,curated_v1
2021,2,STATE,Bangalore Medical College,KA,MBBS,ST,ANY,0,KA,SQ,52621,66622,,,curated_v1
2022,1,STATE,Bangalore Medical College,KA,MBBS,UR,ANY,0,KA,SQ,5271,6444,,,curated_v1
2022,1,STATE,Bangalore Medical College,KA,MBBS,EWS,ANY,0,KA,SQ,4395,7218,,,curated_v1
2022,1,STATE,Bangalore Medical College,KA,MBBS,OBC,ANY,0,KA,SQ,5766,9345,,,curated_v1
2022,1,STATE,Bangalore Medical College,KA,MBBS,SC,ANY,0,KA,SQ,20511,27068,,,curated_v1
2022,1,STATE,Bangalore Medical College,KA,MBBS,ST,ANY,0,KA,SQ,42805,51559,,,curated_v1
2022,2,STATE,Bangalore Medical College,KA,MBBS,UR,ANY,0,KA,SQ,6459,7605,,,curated_v1
2022,2,STATE,Bangalore Medical College,KA,MBBS,EWS,ANY,0,KA,SQ,6700,8517,,,curated_v1
2022,2,STATE,Bangalore Medical College,KA,MBBS,OBC,ANY,0,KA,SQ,7812,11027,,,curated_v1
2022,2,STATE,Bangalore Medical College,KA,MBBS,SC,ANY,0,KA,SQ,19950,31941,,,curated_v1
2022,2,STATE,Bangalore Medical College,KA,MBBS,ST,ANY,0,KA,SQ,46143,60840,,,curated_v1
2023,1,STATE,Bangalore Medical College,KA,MBBS,UR,ANY,0,KA,SQ,5587,6830,,,curated_v1
2023,1,STATE,Bangalore Medical College,KA,MBBS,EWS,ANY,0,KA,SQ,5438,7650,,,curated_v1
2023,1,STATE,Bangalore Medical College,KA,MBBS,OBC,ANY,0,KA,SQ,7660,9904,,,curated_v1
2023,1,STATE,Bangalore Medical College,KA,MBBS,SC,ANY,0,KA,SQ,23692,28688,,,curated_v1
2023,1,STATE,Bangalore Medical College,KA,MBBS,ST,ANY,0,KA,SQ,33415,54645,,,curated_v1
2023,2,STATE,Bangalore Medical College,KA,MBBS,UR,ANY,0,KA,SQ,6440,8060,,,curated_v1
2023,2,STATE,Bangalore Medical College,KA,MBBS,EWS,ANY,0,KA,SQ,6078,9027,,,curated_v1
2023,2,STATE,Bangalore Medical College,KA,MBBS,OBC,ANY,0,KA,SQ,8107,11687,,,curated_v1
2023,2,STATE,Bangalore Medical College,KA,MBBS,SC,ANY,0,KA,SQ,21543,33852,,,curated_v1
2023,2,STATE,Bangalore Medical College,KA,MBBS,ST,ANY,0,KA,SQ,47251,64481,,,curated_v1
2024,1,STATE,Bangalore Medical College,KA,MBBS,UR,ANY,0,KA,SQ,5518,7442,,,curated_v1
2024,1,STATE,Bangalore Medical College,KA,MBBS,EWS,ANY,0,KA,SQ,6652,8335,,,curated_v1
2024,1,STATE,Bangalore Medical College,KA,MBBS,OBC,ANY,0,KA,SQ,6933,10791,,,curated_v1
2024,1,STATE,Bangalore Medical College,KA,MBBS,SC,ANY,0,KA,SQ,19371,31257,,,curated_v1
2024,1,STATE,Bangalore Medical College,KA,MBBS,ST,ANY,0,KA,SQ,48684,59538,,,curated_v1
2024,2,STATE,Bangalore Medical College,KA,MBBS,UR,ANY,0,KA,SQ,6629,8781,,,curated_v1
2024,2,STATE,Bangalore Medical College,KA,MBBS,EWS,ANY,0,KA,SQ,6493,9835,,,curated_v1
2024,2,STATE,Bangalore Medical College,KA,MBBS,OBC,ANY,0,KA,SQ,10545,12733,,,curated_v1
2024,2,STATE,Bangalore Medical College,KA,MBBS,SC,ANY,0,KA,SQ,23450,36884,,,curated_v1
2024,2,STATE,Bangalore Medical College,KA,MBBS,ST,ANY,0,KA,SQ,50252,70255,,,curated_v1
2021,1,AIQ,Mysore Medical College,KA,MBBS,UR,ANY,0,,AIQ,3585,4345,,,curated_v1
2021,1,AIQ,Mysore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,3744,4867,,,curated_v1
2021,1,AIQ,Mysore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,4029,6301,,,curated_v1
2021,1,AIQ,Mysore Medical College,KA,MBBS,SC,ANY,0,,AIQ,12966,18252,,,curated_v1
2021,1,AIQ,Mysore Medical College,KA,MBBS,ST,ANY,0,,AIQ,23862,34765,,,curated_v1
2021,2,AIQ,Mysore Medical College,KA,MBBS,UR,ANY,0,,AIQ,3829,5127,,,curated_v1
2021,2,AIQ,Mysore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,4363,5743,,,curated_v1
2021,2,AIQ,Mysore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,5249,7435,,,curated_v1
2021,2,AIQ,Mysore Medical College,KA,MBBS,SC,ANY,0,,AIQ,14268,21537,,,curated_v1
2021,2,AIQ,Mysore Medical College,KA,MBBS,ST,ANY,0,,AIQ,33283,41023,,,curated_v1
2022,1,AIQ,Mysore Medical College,KA,MBBS,UR,ANY,0,,AIQ,2824,4346,,,curated_v1
2022,1,AIQ,Mysore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,3388,4868,,,curated_v1
2022,1,AIQ,Mysore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,4542,6302,,,curated_v1
2022,1,AIQ,Mysore Medical College,KA,MBBS,SC,ANY,0,,AIQ,12036,18256,,,curated_v1
2022,1,AIQ,Mysore Medical College,KA,MBBS,ST,ANY,0,,AIQ,25836,34774,,,curated_v1
2022,2,AIQ,Mysore Medical College,KA,MBBS,UR,ANY,0,,AIQ,3814,5129,,,curated_v1
2022,2,AIQ,Mysore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,4871,5744,,,curated_v1
2022,2,AIQ,Mysore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,5011,7437,,,curated_v1
2022,2,AIQ,Mysore Medical College,KA,MBBS,SC,ANY,0,,AIQ,18191,21542,,,curated_v1
2022,2,AIQ,Mysore Medical College,KA,MBBS,ST,ANY,0,,AIQ,31372,41033,,,curated_v1
2023,1,AIQ,Mysore Medical College,KA,MBBS,UR,ANY,0,,AIQ,2772,4147,,,curated_v1
2023,1,AIQ,Mysore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,3444,4645,,,curated_v1
2023,1,AIQ,Mysore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,4639,6014,,,curated_v1
2023,1,AIQ,Mysore Medical College,KA,MBBS,SC,ANY,0,,AIQ,13694,17419,,,curated_v1
2023,1,AIQ,Mysore Medical College,KA,MBBS,ST,ANY,0,,AIQ,20314,33180,,,curated_v1
2023,2,AIQ,Mysore Medical College,KA,MBBS,UR,ANY,0,,AIQ,3678,4894,,,curated_v1
2023,2,AIQ,Mysore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,3969,5481,,,curated_v1
2023,2,AIQ,Mysore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,5861,7096,,,curated_v1
2023,2,AIQ,Mysore Medical College,KA,MBBS,SC,ANY,0,,AIQ,13803,20555,,,curated_v1
2023,2,AIQ,Mysore Medical College,KA,MBBS,ST,ANY,0,,AIQ,31311,39153,,,curated_v1
2024,1,AIQ,Mysore Medical College,KA,MBBS,UR,ANY,0,,AIQ,3601,4791,,,curated_v1
2024,1,AIQ,Mysore Medical College,KA,MBBS,EWS,ANY,0,,AIQ,3692,5366,,,curated_v1
2024,1,AIQ,Mysore Medical College,KA,MBBS,OBC,ANY,0,,AIQ,5274,6948,,,curated_v1
